title,star,comments
陽光女子合唱團,0.5,號稱 中國電影。就滾去對岸，根本不想支持這種狗屁電影
陽光女子合唱團,5.0,現在的社會 就是要看大愛的電影 好療癒啊！真好看。
陽光女子合唱團,5.0,不哭都難眼淚不知覺的掉下來 比原著還好看
空之境界劇場版：第七章 殺人考察(後),5.0,不能錯過任何一集!
空之境界劇場版：第七章 殺人考察(後),5.0,終於等到第七章了
空之境界劇場版：第七章 殺人考察(後),4.5,經過一連串，原來能讓兩儀式有個想要的幸福生活就只有黑桐幹也這個爛好人了！
空之境界劇場版：第七章 殺人考察(後),5.0,"從第一章開始追, 終於看到兩人在一起了"
空之境界劇場版：第七章 殺人考察(後),5.0,👍
空之境界劇場版：第七章 殺人考察(後),5.0,\海報/\馬拉松/
空之境界劇場版：第七章 殺人考察(後),5.0,值得一看
空之境界劇場版：第七章 殺人考察(後),5.0,能夠在大銀幕看到這部片真的是太令人感動了。
空之境界劇場版：第七章 殺人考察(後),5.0,👍👍👍
空之境界劇場版：第七章 殺人考察(後),5.0,👍👍
空之境界劇場版：第七章 殺人考察(後),5.0,大螢幕必看
空之境界劇場版：第七章 殺人考察(後),5.0,真的是一場視覺與心靈的盛宴！故事深刻，角色之間的情感描寫讓人感同身受。戰鬥場面精彩絕倫，氛圍緊張，結局更是讓人反思，值得一看！
空之境界劇場版：第七章 殺人考察(後),5.0,既感動又感慨，兜兜轉轉終於迎來這個美好的結局了！！！
空之境界劇場版：第七章 殺人考察(後),5.0,😄
空之境界劇場版：第七章 殺人考察(後),5.0,🤭
空之境界劇場版：第七章 殺人考察(後),5.0,一定要去看。
雙囍,5.0,男主角唱歌瞬間我哭了，感受到他小時候的創傷與夾在父母之間的委屈
雙囍,5.0,看似兩場王不見王的婚禮，反而促成男主角與內在小孩的和解！透過籌備婚禮的過程，回憶過去成長片段，一邊安慰渴望被愛被看見的童年，一邊尋回失落的靈魂碎片！很觸動人心！因為女主角堅定不移的支持陪伴，讓他終於勇敢做自己！真愛的力量最大！
雙囍,5.0,單親家庭小孩成人後結婚，想討好父親方跟母親方及其矛盾，實為單親家庭大人省思的一部好片。
雙囍,5.0,"這是一部給離婚夾在中間的小孩，一封情書
長大後不一定傷口都會好，也不一定能討好所有人，甚至最重要的父母，但是要記得，無論怎樣都要選擇讓自己開開心心、幸幸福福的方式😍"
雙囍,5.0,寫實到極致的華人家庭婚禮紀錄大全，不愧是孤味導演最新作品，每一幕都雋永，國片群戲的典範，全員超級自然不做作，劉冠廷明年肯定囍贏金馬影帝！
雙囍,4.5,"自我成長的電影
有男人的苦
女人的支持
大人的任性與小孩的成熟
分離不是小孩的錯
但往往小孩最苦"
雙囍,5.0,認真的推推推，看完電影彷彿也跟著經歷一場婚禮，新人很登對，女主角好美，中間很多對話，都藏了滿滿的愛，喜歡緊湊好笑帶有感人，讓我好幾回不自覺的淚水在眼框打轉。
雙囍,5.0,真的好看，不管是老牌圓圓或新生代演員，都很會演，完全沒有尷尬的橋段，完全可以體會演員當下的心境，跟站在他的立場，慶幸最後的結局非常圓滿
雙囍,4.5,"值得推薦的好片～本來以爲要進影院笑笑，結果哭比笑還多，因為感受太真實，為新郎好辛酸！
身處社會高層的父母太傳統又太強勢～明明結婚是孩子們自己的生活，非要給親友們看自己的教育有多成功，實在太自私沒為孩子們著想！"
雙囍,3.5,"支持原創，發生在一天的婚禮，繁瑣的傳統婚禮習俗，單親孩子的兩難，那對父母根本不愛孩子吧！扮演空姐的吉岡里帆和新娘余香凝好漂亮，好多台灣資深演員參與演出
有點好笑，有點好哭，在難過也要好好吃飯喔"
雙囍,5.0,"每個爸媽都在用自己的方式愛小孩，原生家庭影響下成長的孩子有著各種酸甜苦辣。
單親尤其更辛苦～
女主角的情商很高，女主與爸爸之間的尊重和愛讓我最是感動🥲
演員陣容堅強、值得二刷❤️"
雙囍,4.0,"在兩場婚禮中沒有屬於自己的moment，庭生為了兩邊討好也連累自己甚至親家都連累，
從小沒有真正的家的他，在兩邊家庭之間跑跳
，光是這一點感觸很深，這部蠻不錯看的！"
雙囍,5.0,確實不錯看，演出夾心餅乾的心酸，女主角是很漂亮，但覺得9m88人更正也演的好，女主爸爸也是歡樂亮點。
雙囍,5.0,👍🏽，是療癒片
雙囍,5.0,人生不應該是去討好！而是要自己過的開心快樂，人生是自己的，不應該被長輩左右而感到難為，雙親家庭、單親家庭，抑或重組家庭，都應該聽聽小孩想要什麼，不是安排小孩該怎樣，當然父母都希望小孩能夠成龍成鳳，又有幾個小孩能夠成龍成鳳呢？真的成龍成鳳了，成為父母的驕傲，是小孩心甘情願開心得來的成就嗎？！
雙囍,5.0,"好久沒看電影了，衝著劉冠廷去的～
果然沒讓人失望，滿有內容跟故事的一部電影"
雙囍,5.0,好看
雙囍,4.5,非常值得進影廳觀看
雙囍,4.5,一個簡單的劇情，但拍攝的非常有人味，影片節奏也很好真的沒有冷場，藉由辦喜酒這個議題將華人社會所有面向一同討論卻又調理分明，不會淪為大鍋炒，好幾幕非常觸動人心👍👍👍
雙囍,5.0,"導演許承傑執導的片子就是好！
田啟文劉冠廷余香凝💯"
雙囍,3.5,以為是喜劇賀歲片 結果不是哈哈哈
雙囍,5.0,劇本很不錯；有哭點也有笑點，很適合春節～女主角美、田啟文也演得很感人、吉岡里帆更是神來一筆！今天剛好看到了演員謝票場，蔡凡熙本人很帥！
雙囍,5.0,喜宴部分非常好看，男主角夾在離婚爸媽之間，左右為難
雙囍,5.0,"我看到了我自己。
我小時候跟故事敘述的快幾乎一樣，夾在兩邊與其說是痛苦，更多的是無助、悲傷跟被拋下的感覺，謝謝電影讓我跟男主角一樣跟內在小孩進行對話跟和解。"
雙囍,5.0,"真的很好看！
1月、2月唯二有驚喜的好電影：日租家庭、
雙囍💯"
雙囍,5.0,超級好
雙囍,5.0,劇情緊湊，劇情內容貼近臺灣人繁複的婚禮過程，勾起許多回憶及配樂跟演員都沒話說！
雙囍,4.5,"劇情很簡單的一部電影，
但...導演太會拍、演員太會演
所以不會讓觀眾打瞌睡..."
雙囍,4.5,雖然片名叫雙囍，但可稱不上是喜劇，甚至有點抑鬱，不過劇情還不錯，喜歡劉冠廷的話更值得一看！
雙囍,5.0,今天看了，覺得不錯，會介紹周遭朋友去電影院看這部
劇場版 銀河特急 Milky☆Subway,5.0,聲優陣容超讚~
劇場版 銀河特急 Milky☆Subway,5.0,"剪接節奏跟配音、配樂都超讚, 我願意再進一次電影院"
劇場版 銀河特急 Milky☆Subway,5.0,超喜歡!! 不到一小時但劇情很精采完整，內山昂輝這次又配音帥角色XD 但看完被千春圈粉，超可愛!
劇場版 銀河特急 Milky☆Subway,5.0,👍
劇場版 銀河特急 Milky☆Subway,4.5,推
劇場版 銀河特急 Milky☆Subway,5.0,完成度很高，帶著復古的調調
劇場版 銀河特急 Milky☆Subway,5.0,讚
劇場版 銀河特急 Milky☆Subway,5.0,很喜歡的作品，電影有新增原本沒有的片段
劇場版 銀河特急 Milky☆Subway,4.5,👍
劇場版 銀河特急 Milky☆Subway,5.0,非常精彩的動畫電影，值得一看。
劇場版 銀河特急 Milky☆Subway,5.0,👍👍👍
劇場版 銀河特急 Milky☆Subway,5.0,相當特別
劇場版 銀河特急 Milky☆Subway,5.0,對社會勞動的衷心盼望：「平平安安勞動，超時又有便當。」
劇場版 銀河特急 Milky☆Subway,5.0,發現寶藏動畫🤩
劇場版 銀河特急 Milky☆Subway,5.0,推薦
劇場版 銀河特急 Milky☆Subway,5.0,超酷的
劇場版 銀河特急 Milky☆Subway,5.0,😄
劇場版 銀河特急 Milky☆Subway,4.5,很特別又復古感的作品，酷👍🏻
劇場版 銀河特急 Milky☆Subway,2.5,平平無聊
劇場版 銀河特急 Milky☆Subway,0.5,平淡無奇，片商不要洗評論。
No Good！歐吉桑,5.0,"本來看影評不多沒有很期待
結果又哭又笑的～很有土味～
主題曲也很好聽耶💖🎵後面很感人🥲
支持國片💯👏👍推薦大家去看！！"
No Good！歐吉桑,5.0,不好不壞，支持一下國片，主題曲蠻好聽的～
No Good！歐吉桑,5.0,搞笑影片，看完感覺珍惜當下，做任何事情不用在乎年紀，做就對了
No Good！歐吉桑,4.0,好笑又帶點哭戲 推推👍
No Good！歐吉桑,4.0,"出乎意外的好看！
前面比較沉悶
中間開始好看
後面感人"
No Good！歐吉桑,5.0,好笑
No Good！歐吉桑,2.0,"劇情銜接的很奇怪
預告片跟跑宣傳的訪談都比電影本人精彩
導演編劇都要再加油"
No Good！歐吉桑,4.5,"劇情輕鬆不落俗套，是比預期好看很多很多的國片。
有笑點和哭點，值得推薦"
No Good！歐吉桑,5.0,有台味喔！
No Good！歐吉桑,2.5,"下午有去看
我覺得不好笑 也沒有什麼劇情"
竊取本書者將會…,5.0,本以為應該很無聊，但卻意外的好看，遠勝瑪利歐、狸想世界👍大推
大濛,4.5,今年值得一看的台灣國片，講述了台灣曾經見不得光的歷史和壓抑，卻也突顯出本土與外省草根小人物的情感和故事，有笑聲亦有感動的淚水，身長在這塊土地的人們都需一看。
大濛,5.0,"“大濛”，一部很好看的電影。
很佩服導演能把這麼悲傷的故事還拍得有些喜感，讓人看了有些鼻酸又會心一笑。
台灣能從戒嚴走到現在不容易，有些人很不幸犧牲了，希望現在這個時代能記得他們，也希望他們的朋友親人能夠安好~"
大濛,5.0,"超好看，這部電影不是在表達過去國民黨的白色恐怖，而只是忠實的呈現過去的樣貌，那個年代的台灣，所以說發生過的都成為了風景，過去的時代有過去的故事，不要忘記、但也不要執著於過去，所有的發生都會過去的，就像是晚霞、朝露、大濛…都會成為風景。
不要擔心，這部電影是happy ending,只是你會大哭，你會因為那種惆悵感更珍惜現在的所有！"
大濛,5.0,本來以為是講述過去時代的沉重劇情，但看了才知道主要描寫是人性的善惡與公道，讓人非常感動，連我哭點那麼高的人，最後還是忍不住眼眶含淚
大濛,5.0,"悲情年代
戰亂離散
煎熬日子
處處淚水
水滴雲彩
卻是霧濛
亂世苦命
浮生若夢
半夜驚怵
動盪癲狂
走囉！
灰濛濃霧"
大濛,5.0,陳玉勳導演說故事的能力超強的，整個人沈浸在劇情中，時而詼諧，時而沈重，時而開心，時而難過，看完讓人回味無窮，不愧是今年金馬獎最佳劇情片。
大濛,5.0,沒有批判的一部片，真的很好看，終於了解之前老一輩在說什麼了，後勁會很強，回家上網查詢資料還是會哭，有一些地點確實都是那年代的名稱，覺得很細心.
大濛,4.5,雖然有些橋段帶了點詼諧，但在白色恐怖時代背景下，實在不能說是喜劇，甚至不知道為什麼看著看著眼眶就濕了！但也不會說是部沉重致鬱的片，頗微妙！也許我需要更多資訊😄
大濛,5.0,原本以為只是演四O年代的紀錄片應該是很沈悶的電影，但是劇本寫的非常好，角色的刻化配合當時時代的背景讓人仿佛沈浸式在那個時候，完全深深的感受到那份親情及友情各種不同的情感，不禁讓人濕了眼眶，真的是非常棒的電影。
大濛,5.0,"毫不沉悶的敘事手法
沒有任何批判 是部可以輕鬆享受
但是餘韻無窮的電影作品
很推薦"
大濛,5.0,"這些年來
返校的啟蒙
時代革命的戒慎
流麻溝十五號的回顧
看不見的國家的感慨
零日攻擊的未雨綢繆
始終覺得缺了一塊
那些真實經歷過白色恐怖，各行各業在時代洪流下的不得已跟最真實的情感流露。
也讓人更能真正換位思考身為一樣能投票的其他台灣公民，不同年齡層到底都經歷了什麼，會有什麼樣的看待現代社會的視野。
整部電影用黑色幽默跟地獄梗包裝了很多台灣人下意識一定忍不住會笑出來，但再三思又會覺得很不捨，很悲哀的點。
而且不但細節環環相扣，還有很多大膽的主動延伸。
不是常見的到處留白自由想像，卻處理得很妙，也不太有說教感警鈴。
「我們什麼都沒有，只有勇敢」
「我們都是別人的風景」"
大濛,5.0,"本片非常非常適合現在大約70歲左右的人觀看，因為會極為有共鳴，這部片再講你們長輩的故事，很多那時代的氛圍，可能真的要70歲的人才會會心一笑，對於50歲以下的人來說，這是一部有故事劇情的紀錄片，需要有一定興趣的人才會有所觸動，我只能這部電影的受眾不大，適合闔家觀賞
本片座右銘就是那一句趙公道說的：走囉"
大濛,4.5,各方面都很喜歡，很難得還能看到70年前的人文風貌，精彩
大濛,5.0,帶觀眾真正走回70年前的台灣，阿月和趙公道一段奇幻冒險精彩動人的演出，在那個年代或許只有「勇敢」才讓每個人可以撐下去的動力。
大濛,5.0,"雖然沒有經歷片中，身處那個時代嚴峻的生活，但可以稍微感受到，生活在那個思想被箝制，且朝不保夕的恐懼之中，猶如片名“大濛“（台語即是被霧籠罩的意思）看不見未來的路，只能用想像的心，讓自己撐過那段最晦暗不明的路。
勳導的新片“大濛“，讓我感覺不像在看電影，比較像是在聽他講故事，故事敘述的很絲滑，沒有過多的血腥及仇怨，比較多的是身為平民百姓，對當時的生活的無奈。另外，結局也設計的頗有意思，可以多刷幾次。"
大濛,4.5,今年最好看電影之
大濛,5.0,"看到最後幾分鐘
開始淚流不止
不能自已
久久不能平復
但舒暢很多
非常感謝陳玉勳導演
把我心中那段不明所以的疑惑
補起來了
我好開心他的關注
補足了部分遺族的日常
有種豁然的感覺！"
大濛,4.5,"好看，拍手致敬，得獎實至名歸!
這種故事背景的國片，很怕拍的很沉悶，但大濛完全不會，節奏很好！
加上場景細膩，真的回到了那個年代，氣氛營造的很好。"
大濛,4.5,值得一看，帶你回到民國四十年代
大濛,5.0,"後勁很強，本來以為會很沉重，結果蠻感人。
對於八年級生的我來說，戒嚴前的台灣是一段存在於課本上的文字，看完這部電影後才更深刻地了解現在自由的可貴。謝謝那個年代的雲與霧，因為有你們而讓這片土地更美好。"
大濛,5.0,"淚推的好電影！
氛圍塑造太厲害
難得在電影一開始的第一個鏡頭
就讓人感受到情緒累積的重量
有想哭的衝動
原以為是會有一幕讓人爆哭的場景
結果是一個接著一個出現
小小的、温温的感動～
情緒是一直被揪在那的
陳玉勳果然擅長小人物的敘事
不鋪天蓋地地張揚
卻深刻又踏實地娓娓道來
很深情動人
曾敬驊、9m88的台語令人驚艷！
柯煒林神詮釋，真的很欠拿獎！
方郁婷演技之內斂，真不愧是怪物新人！"
大濛,5.0,每個台灣人都需要看
大濛,4.5,白色恐怖的電影很沈重，趙公道這個角色讓影片活潑起來，也讓觀眾喘口氣休息一下。
大濛,5.0,「大濛」是音譯自台語的起霧，最後一段姐姐說出阿迷與阿水的故事涵意時，非常感人。每個人都是別人的風景，當年的無奈
大濛,5.0,"昨天下午，戲院的空氣變得特別年輕， 看到一位老師帶著一大群還在唸高中的孩子們，我們一起看了《大濛》。
全場的看片氣氛很投入，可以跟著導演精心策劃的劇情時笑時哭，尤其看到電影美術組將台灣50年的舊樣貌復刻，伴隨著一首首動人的老歌，確實是一大享受😎"
大濛,4.5,那個時代的場景跟印象裡面小時候的南部村莊很類似，感覺起來是真的有考究過，場景裡面的設置，小村莊的建築規模氛圍，阿月的際遇，對那個時代模糊聽來的感受，在看故事中慢慢地高低起伏，完全沒有讓你睡著的時間，以為很沉悶，但又是有笑點，笑著笑著就會淚目，跟著故事的轉變最後哥哥出現，小水滴啊小水滴，其實每個人都是想要變成雲💧💧
大濛,5.0,超過預期的好看，是時代的悲歌，也是權力階級的縮影，而其影響不只在那時，更處於當下！
大濛,4.5,後勁很強 結尾很感人😭😭
大濛,5.0,好看，我喜歡這個復古調調
大濛,5.0,值得一看的國片，謝謝有前人的付出，才有現在幸福的生活
咆哮山莊,5.0,建議先看過小說再看電影，電影不僅還原了作者筆下沉悶陰鬱的氛圍，演員也盡力還原角色的心境。文字很難形容感受，總之看就對了。
咆哮山莊,4.0,文學名著，本來不打算挑戰，但同事要看，想說是瑪格羅比主演，最終還是+1，沒有想像中那麼生硬，也沒有睡整場，還不錯！
咆哮山莊,4.0,"我覺得這是一部很吃演技的片，演員們都很厲害，有的時候男主角一個眼神，我就感覺到沒有對白的情緒。
我是沒有看過原作的人，這部片看了不後悔。"
咆哮山莊,0.5,.
咆哮山莊,5.0,不浪費大製作～女主角真的豪美😍❤️
咆哮山莊,5.0,"我只能說 聽到音樂我就知道這部不會走傳統路線，不過我沒看過原著，所以不會感受到魔改🤣
只覺得整場男的帥女的美、視覺與妝造也是一場藝術饗宴"
咆哮山莊,5.0,近期看過最好看的電影🎬沒有之一！每一幀都美到極致！男主帥 女主美 畫面美 場景美 無論你是否看過原作都請去看這一部，你會感謝自己的選擇🫶
咆哮山莊,1.0,沒看過小說來看電影覺得不ok
咆哮山莊,3.0,"改編的不像原著也沒關係、選角和服裝不太好。瑪格羅比不適合古裝也不像個少女，服裝也過份誇張膠感重。灰暗的關係，情慾戲還好。
優點是：我還是喜歡瑪格羅比只是她不要演古裝可能會更好、男主角很帥很憂鬱，演技也很好👍"
咆哮山莊,5.0,"古典服裝都好美
演員演技衣架子
搭上美麗的風景
關於愛情
值得深思
視覺饗宴"
咆哮山莊,5.0,比我想像中好看，很多劇情緊湊也不太冷場，原本以為會很乏味支持這樣子的電影
咆哮山莊,5.0,"請問一下，這是黃國昌的家庭故事嗎？
因為黃國昌是咆哮影帝
黃國昌的違建=咆哮山莊"
劇場版「暗殺教室」: 我們的時光,4.0,"如果是第一次看這部片，算是蠻推薦的
想體驗暗殺教室的日常可以看這部歐
那有看過暗殺教室1、2本傳會更有感覺"
劇場版「暗殺教室」: 我們的時光,3.5,沒看過的人去看，真的不推薦，最後音樂好聽，彩蛋精彩
劇場版「暗殺教室」: 我們的時光,5.0,超好看的日常片段
劇場版「暗殺教室」: 我們的時光,5.0,喜歡😘
關鍵公敵,4.0,"很不一樣的手法呈現AI議題
選角很不錯，節奏緊湊，很有趣！
推一個！"
關鍵公敵,5.0,整部片融入AI司法審判題材 好看
關鍵公敵,5.0,天哪也太好看了吧，全新的題材 完全沒有冷場的劇情，原本以為只是坐在審判椅上面很無聊的一部片，沒想到從頭到尾沒有1分鐘冷場的 好片
關鍵公敵,5.0,"劇情真的是超乎想像，結局反轉再反轉
從頭到尾毫無冷場，還好有去電影院看"
關鍵公敵,4.0,還算不錯，但需要好的精神，節奏有點快，一個恍神就錯過不少資訊😅
關鍵公敵,4.5,"算是新穎的題材 AI主導的情節
節奏明快 沒有冷場的空間
是近期很不錯的作品"
關鍵公敵,5.0,好看新題材
關鍵公敵,4.5,真的蠻好看的，有些推理又看不太懂，要多刷一次可能會比較容易理解！推👍
關鍵公敵,4.5,非常好看
關鍵公敵,5.0,好看 故事簡潔有力
關鍵公敵,4.5,不錯
關鍵公敵,2.5,"原本不錯的提材，
可惜被拍得了無新意，
令人昏昏欲睡。"
關鍵公敵,4.5,"劇情還蠻緊湊，迂迴需要動腦
好奇的是，如果AI法官需要嫌疑犯自證無罪，那嫌疑犯是腦袋有問題的或是智能不足的怎麼辦？
演法官的女演員，偶爾會在不適切的時候露出微笑，這點比較不合理。
其它的還蠻刺激好看"
關鍵公敵,4.0,題材挺有趣的 可以發展續集
關鍵公敵,5.0,好看
關鍵公敵,5.0,超好看，節奏緊湊，結局出乎意料，期待有第二集，大推
關鍵公敵,3.0,覺得很普通！沒有評價說的那麼神！
關鍵公敵,5.0,真的非常好看的一部電影，是完完全全的無冷場，從電影開始第一秒審判就開始了，也沒有一堆回憶過去有的沒的沈悶的劇情，劇情推很快也一直反轉，完全猜不到觸發這件事情的人是誰，推薦大家進電影院看。
關鍵公敵,5.0,好看
關鍵公敵,5.0,少數的ai電影
關鍵公敵,4.5,好看，整體敘事節奏不拖泥帶水，結局也很滿意～難得最近出的一部好電影👍🏻可以重刷
關鍵公敵,4.0,超讚
關鍵公敵,5.0,"劇情緊湊，題材新穎。
動作戲較少，主要是可以深度討論的社會議題。"
關鍵公敵,3.5,推薦！
關鍵公敵,3.5,很棒
關鍵公敵,4.0,"過程很精采，但最終結局弱了點
今年過年個人覺得最好看的一部"
關鍵公敵,5.0,"精彩刺激、過程緊湊，
很適合久久上電影院時，
選擇的精彩好電影～
但難忘的是，
一些在過程中還要挖掘出不一定想看到的事情，
為自己辯護，
選到了好片在過年的時候看，
真是太開心啦～
感謝網友們的推推。"
關鍵公敵,4.5,好看耶 題才很特別
關鍵公敵,4.5,精彩，目不轉睛。
關鍵公敵,5.0,"影片值得反思真的很棒
但有幾個劇情未說清楚有待加強
力推各國的司法官都該來看這部片👍"
科學新娘！,5.0,很值得一看
科學新娘！,5.0,"其實蠻好看。
反映出20世紀初期的女性是多麼辛苦，透過科學新娘表達女性要改變思維，需要歷經多少痛苦才願意擺脫舊思想，當新思維覺醒，就像死而復活般，再次面對社會的挑戰，犧牲一切只為爭取人性的尊嚴。"
科學新娘！,5.0,"不是商業片
不灑狗血，導演 主演 服裝 燈光設計個人很喜歡
在影廳才能看出真正的藝術價值"
科學新娘！,5.0,超好看！居然沒紅太客氣了
科學新娘！,4.5,連科學怪人都要找伴侶和，更何況是正在刷手機的妳呢😎
科學新娘！,5.0,一直很喜歡貝爾，很瘋狂的電影
科學新娘！,5.0,很特別的愛情電影，克莉絲汀貝爾演技很棒，值得一看
科學新娘！,5.0,"很吃我的電波
我非常喜歡"
科學新娘！,5.0,無法言說的的無與倫比
科學新娘！,3.0,蠻普通的電影，沒甚麼劇情跟節奏很拖。喜歡爽片或重劇情的不推。
A KITE 風箏,5.0,可以在電影院看到梅津泰臣真的非常感動🥹
你是不會當樹嗎,4.0,尊重生命愛護生命保護生命1832跨世代跨年代有裸體有隱喻
夏日大作戰(全新4K修復版),5.0,經典不滅
夏日大作戰(全新4K修復版),5.0,這部真的是經典，沒有看過的人一定要看，看過的人也一定要再看一次。
夏日大作戰(全新4K修復版),5.0,雖是17年前的動畫電影，但真的還是很好看，特別在大螢幕上，絕對不要錯過！
夏日大作戰(全新4K修復版),5.0,經典就是經典! 看幾次都超愛😍
夏日大作戰(全新4K修復版),5.0,最喜歡的細田守作品！從劇情到作畫風格都超流暢，好喜歡每個角色😍
夏日大作戰(全新4K修復版),5.0,推薦
夏日大作戰(全新4K修復版),5.0,太經典一定要在大螢幕看
夏日大作戰(全新4K修復版),5.0,經典中的經典 不能錯過!
夏日大作戰(全新4K修復版),5.0,雖然是 2009 年的作品，但放在現代看依然不過時。整大家子齊心協力的羈絆真的超感人，最後打花牌大賽那段熱血到起雞皮疙瘩。看完心頭暖暖的，是每年夏天都想回味的經典！
夏日大作戰(全新4K修復版),5.0,值得一看
夏日大作戰(全新4K修復版),5.0,能夠在大銀幕上重溫這部片真的是太棒了！
夏日大作戰(全新4K修復版),5.0,讚
夏日大作戰(全新4K修復版),5.0,比預期的好看精彩
夏日大作戰(全新4K修復版),5.0,很棒的電影，令我聯想到一件事。似乎人們很容易因為家人永遠都在，就忘了要找時間對家人好、要多關心家人。
夏日大作戰(全新4K修復版),5.0,😄
夏日大作戰(全新4K修復版),5.0,"當年就是因為這部電影才開始追細田守的作品, 4K重映看虛擬世界那段就是讚!"
夏日大作戰(全新4K修復版),5.0,奧寺的劇本真的很神，最早接觸細田的一部作品，家族的羈絆很強大
夏日大作戰(全新4K修復版),5.0,最經典的作品👍
夏日大作戰(全新4K修復版),5.0,👍👍👍
夏日大作戰(全新4K修復版),5.0,👍
夏日大作戰(全新4K修復版),5.0,傑作！在西門町的800座超大廳看真是太爽了！
夏日大作戰(全新4K修復版),4.5,真的是很喜歡
自殺通告,4.0,票房好像不太好，不過我覺得好看！看完說不出話，有後勁，也讓我紅了眼眶！有些鋪陳爲了戲劇張力與效果，可能誇張了些。故事整體還算流暢，但，好想知道除了升學，有沒有暗喻什麼呢？
自殺通告,1.0,"誤導專注力不足過動症的安全用藥
搞得好像過動症的藥是毒品一樣"
自殺通告,1.0,素人演員表現不佳，節奏也有問題
自殺通告,3.0,黃秋生也老了
自殺通告,5.0,還可以
自殺通告,4.5,電影從教育體制的成績比較，延伸至社會體制框架之議題。無論你是誰、處於什麼身份地位，都非常推薦進戲院去觀賞，這部電影能讓人有許多不同視角的思考與探討。
自殺通告,5.0,影片開場氣勢很強；題材乍看很像日本或韓國片，但其實有走出自己的風格。雖然討論的是教育體制，但放在社會體制思考也很有意思。很推薦的片！
自殺通告,4.0,沉重的議題，值得社會省思。劇情還行，有點致鬱。
自殺通告,4.0,單一的評核，不擇手段達到目的是否就是唯一選擇，人的多樣性是否就不能容於社會，我們有什麼選擇？電影很流暢緊湊，一直牽著情緒，很有共鳴。
自殺通告,4.0,"裡面內容值得人深思：
人活著的意義是什麼？"
自殺通告,5.0,其實蠻好看的，雖然可能跟真實情況有點落差，但故事裡面角色都呈現出自己的掙扎，都是這個體制下的受害者與加害者，可惜場次跟聲量太少了，是值得看的電影
自殺通告,5.0,Taiwan can help🤣🤣🤣🤣🤣🤣🤣🤣🤣
自殺通告,5.0,Taiwan can help🤣🤣🤣🤣🤣🤣🤣🤣🤣
哈姆奈特,4.5,潔西伯克利的演出很棒，對丈夫的喜愛，不解到諒解很感人
哈姆奈特,5.0,"這部電影光是預告片就已經令人感動，女主角、男主角、孩子哈姆奈特，這3位演員都為角色帶來具有爆發力且精彩的演技。
還有電影的配樂太美了，沒有台詞的片段，只有演員的表演+配樂，整個電影氛圍超好哭。
原來莎士比亞寫的著名悲劇 哈姆雷特 是為了紀念兒子。這不只是一個悲傷的故事，也是一個令人感動的故事。
第一次看到這麼好看、好哭、又感動的文藝劇情片。
Jessie Buckley獲得多項最佳女主角獎，真的是實至名歸。"
哈姆奈特,4.0,"看完全片覺得
演得最棒的是男主角：
戲中飾演歷史上最偉大的劇作家威廉·莎士比亞的愛爾蘭男星保羅麥斯卡（Paul Mescal）
他和女主角的互動讓人動容
是一部很有深度的電影喔🎬"
驚聲尖叫7,2.5,反派真的都S於話多…
驚聲尖叫7,4.0,普通。沒有恐怖
驚聲尖叫7,1.0,"抱歉
我只能給一顆星
很無言"
驚聲尖叫7,3.5,已經走鐘了。
驚聲尖叫7,2.5,"普通啦！就連假的消遣之一？！
我比較欣賞某位男性的生命力！深感佩服！"
驚聲尖叫7,3.5,我會給這個分數是因為我對它前面幾集的那一種情感連結，如果拋開這點，這一集其實我大概只會給4～5
驚聲尖叫7,2.5,"前幾集從來沒看過！
看這集不會狀況外，只是劇情就這樣。開腸破肚是有驚奇到。
就血腥，但不至於不舒服！
想消遣的話可以來看！不然這種類型的電影下片後，也只能在付費平台看一刀未剪版的而已。"
驚聲尖叫7,3.5,這次血噴滿多
驚聲尖叫7,4.0,跟前六集差不多的套路，牽強與離譜並存，不過看到老明星回歸還是很感動，兇手猜到一個另一個倒是沒猜到，這個系列也陪我走過了漫長的歲月，感動
驚聲尖叫7,5.0,劇情對我來說一半刺激一半驚悚
驚聲尖叫7,5.0,"這次是過去看IMAX版本，可以看見是原班人馬加上新成員加入唉呦不錯哦！😏
一開始是無辜路人甲領便當，再來是女主角家人朋友愛人深受其害，到最後是女主角親自殺死歷代鬼臉殺手通通下地獄蠻屌哦！😎
這次結果是女主角母女加上她現任老公親自解決（跟過去一樣是2個。）鬼臉殺手皆大歡喜！🏆🎊
如果你們想知道兇手是誰，恐怕你們要去看到最後就會知道答案哦！🤫
因為今天是放228連假看完這部Movie🎦，有興趣的話可以過去欣賞也無妨。😍🥰"
驚聲尖叫7,2.5,劇情老套無新意
驚聲尖叫7,4.5,可怕
捕風追影,5.0,非常好看的電影，其中也看得出，對岸的影視傳承，台灣該檢討為什麼那麼多年，我們還是只出名89系列的流氓電影！
捕風追影,5.0,我其實已經線上看完這部了，但因為真的太好看，所以台灣之前宣布準備要上映的時候我整個超級興奮，一定要去電影院看的啦🤩
捕風追影,5.0,"超級好看，成龍這次培養新人、又加上AI元素、心機鬥智、真的沒任何冷場。
反派，影子男主角的演技超棒。"
捕風追影,5.0,超级好看
捕風追影,4.5,"非常好看！ 大推！
看到成龍和梁家輝ㄧ把年紀了還搏命演出，有夠精彩！ 然後此沙超帥的！"
